TIME,RPM,TPS,Sonda_Geral,2-step,Distância,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Velocidade_de_referência
53.818,4781,53.8,1.300,OFF,59.12,74.7,12.91,4.17,2.95,23.5
53.858,4289,54.1,1.300,OFF,59.38,74.7,12.92,3.67,2.97,23.7
53.898,4201,54.2,1.300,OFF,59.65,74.7,12.94,3.48,2.98,23.8
53.938,4102,54.3,1.300,OFF,59.91,74.7,12.94,3.40,2.97,23.8
53.978,4114,58.8,1.300,OFF,60.18,74.7,12.91,3.34,2.99,23.7
54.018,4486,63.5,1.300,OFF,60.44,74.7,12.92,3.67,2.96,23.7
54.058,5292,64.7,1.300,OFF,60.70,74.7,12.90,4.47,2.96,23.6
54.098,5797,65.0,1.300,OFF,60.96,74.7,12.89,5.09,2.96,23.5
54.138,5191,65.1,1.300,OFF,61.22,74.7,12.92,4.60,2.96,23.4
54.178,5393,62.6,1.300,OFF,61.48,74.7,12.89,4.71,2.98,23.4
54.218,5084,56.9,1.300,OFF,61.75,74.7,12.89,4.55,2.96,23.7
54.258,5138,53.0,1.300,OFF,62.01,74.7,12.89,4.35,2.97,23.9
54.298,5242,52.8,1.300,OFF,62.28,74.7,12.91,4.55,2.95,24.6
54.338,5129,52.6,1.300,OFF,62.56,74.7,12.91,4.51,2.95,25.3
54.378,5106,52.6,1.300,OFF,62.85,74.7,12.93,4.44,2.95,25.9
54.418,5067,52.6,1.300,OFF,63.14,74.7,12.92,4.42,2.95,26.5
54.458,5265,52.6,1.300,OFF,63.44,74.7,12.93,4.49,2.95,27.1
54.498,5402,52.6,1.300,OFF,63.75,74.7,12.94,4.71,2.93,27.5
54.538,5331,52.6,1.300,OFF,64.06,74.7,12.93,4.68,2.96,27.7
54.578,5267,53.6,1.300,OFF,64.37,74.7,12.94,4.55,2.93,28.2
54.618,5334,54.2,1.300,OFF,64.68,74.7,12.94,4.60,2.93,28.1
54.658,5346,54.3,1.300,OFF,64.99,74.7,12.94,4.66,2.95,27.9
54.698,5293,54.4,1.300,OFF,65.30,74.7,12.92,4.59,2.95,27.7
54.738,5437,54.2,1.300,OFF,65.60,74.7,12.93,4.80,2.93,27.1
54.778,5396,51.1,1.300,OFF,65.90,74.7,12.92,4.73,2.95,27.4
54.818,5452,50.9,1.300,OFF,66.21,74.7,12.91,4.77,2.93,27.7
54.858,5379,50.8,1.300,OFF,66.52,74.7,12.90,4.76,2.94,28.0
54.898,5435,51.8,1.300,OFF,66.84,74.7,12.90,4.68,2.94,28.4
54.938,5547,52.1,1.300,OFF,67.16,74.7,12.90,4.81,2.91,28.5
54.978,5613,52.2,1.300,OFF,67.47,74.7,12.88,4.92,2.93,28.4
55.018,5622,52.1,1.300,OFF,67.79,74.7,12.89,4.90,2.94,28.8
55.058,5485,42.2,1.300,OFF,68.12,74.7,12.89,4.83,2.94,29.2
55.098,5596,15.8,1.300,OFF,68.44,74.7,12.92,4.86,2.88,29.5
55.138,5742,7.9,1.300,OFF,68.78,74.7,12.92,5.05,2.75,29.9
55.178,5667,4.9,1.300,OFF,69.11,74.7,12.92,5.10,2.65,30.0
55.218,5411,4.1,1.300,OFF,69.44,74.7,12.92,4.95,2.57,30.3
55.258,5178,3.4,1.300,OFF,69.78,74.7,12.93,4.73,2.55,30.5
55.298,4888,3.3,1.300,OFF,70.13,74.7,12.96,4.46,2.52,30.7
55.338,4645,3.2,1.300,OFF,70.47,74.7,12.95,4.18,2.49,30.6
55.378,4841,3.0,1.300,OFF,70.80,74.7,12.94,4.21,2.49,30.3
55.418,5158,2.4,1.300,OFF,71.13,74.7,12.93,4.69,2.47,29.8
55.458,4890,2.3,1.300,OFF,71.46,74.7,12.93,4.50,2.45,29.7
55.498,4653,2.0,1.300,OFF,71.79,74.7,12.93,4.17,2.44,29.4
55.538,4719,2.0,1.300,OFF,72.12,74.7,12.92,4.19,2.44,29.1
55.578,4811,1.9,1.300,OFF,72.43,74.7,12.91,4.29,2.44,28.6
55.618,4755,1.2,1.300,OFF,72.75,74.7,12.91,4.31,2.43,28.1
55.658,4652,1.1,1.300,OFF,73.06,74.7,12.92,4.21,2.42,27.6
55.698,4570,1.0,1.300,OFF,73.36,74.7,12.93,4.10,2.43,27.2
55.738,4543,1.0,1.300,OFF,73.66,74.7,12.94,4.07,2.43,27.0
55.778,4451,1.0,1.300,OFF,73.95,74.7,12.93,3.97,2.43,26.5
55.818,4352,0.9,1.300,OFF,74.24,74.7,12.95,3.83,2.44,25.8
55.858,4224,0.7,1.300,OFF,74.52,74.7,12.94,3.76,2.44,24.9
55.898,4020,0.7,1.300,OFF,74.79,74.7,12.94,3.51,2.47,23.9
55.938,3987,0.5,1.300,OFF,75.05,74.7,12.94,3.37,2.46,23.3
55.978,4087,0.4,1.300,OFF,75.30,74.7,12.94,3.54,2.50,22.7
56.018,4054,0.5,1.300,OFF,75.55,74.8,12.94,3.43,2.48,22.3
56.058,3851,0.3,1.300,OFF,75.79,74.8,12.96,3.23,2.51,21.6
56.098,3678,0.3,1.300,OFF,76.02,74.8,12.99,3.09,2.49,21.1
56.138,3706,0.2,1.300,OFF,76.25,74.8,12.95,3.02,2.52,20.3
56.178,3753,0.1,1.300,OFF,76.47,74.8,12.97,3.12,2.52,19.8
56.218,3653,3.1,1.300,OFF,76.69,74.8,12.96,2.99,2.51,19.4
56.258,3571,9.4,1.300,OFF,76.90,74.8,12.93,2.88,2.54,18.8
56.298,3443,32.8,1.300,OFF,77.10,74.8,12.95,2.73,2.60,18.5
56.338,3344,50.3,1.300,OFF,77.31,74.8,12.94,2.57,2.82,18.3
56.378,3731,52.8,1.300,OFF,77.51,74.8,12.94,2.76,2.95,18.1
56.418,4432,54.9,1.300,OFF,77.71,74.8,12.92,3.39,2.96,17.7
56.458,5166,62.7,1.300,OFF,77.90,74.8,12.91,4.19,2.96,17.5
56.498,5123,71.5,1.300,OFF,78.09,74.8,12.90,4.44,2.96,17.5
56.538,5344,72.6,1.300,OFF,78.29,74.8,12.91,4.62,2.96,17.5
56.578,5309,72.6,1.300,OFF,78.49,74.8,12.91,4.55,2.98,17.8
56.618,5542,72.5,1.300,OFF,78.69,74.8,12.89,4.77,2.97,18.1
56.658,5397,72.6,1.300,OFF,78.89,74.8,12.91,4.78,2.98,18.8
56.698,5508,72.4,1.300,OFF,79.11,74.8,12.91,4.72,2.98,19.6
56.738,5255,72.5,1.300,OFF,79.33,74.8,12.92,4.71,2.98,20.2
56.778,5049,72.4,1.300,OFF,79.56,74.8,12.90,4.36,2.98,20.7
56.818,4805,72.5,1.300,OFF,79.80,74.8,12.91,4.20,3.00,21.0
56.858,4477,71.8,1.300,OFF,80.03,74.8,12.94,3.78,2.99,21.6
56.898,4559,53.7,1.300,OFF,80.27,74.8,12.92,3.78,2.99,21.7
56.938,4750,36.6,1.300,OFF,80.52,74.8,12.92,3.98,2.94,22.0
56.978,5014,15.7,1.300,OFF,80.77,74.8,12.91,4.24,2.90,22.3
57.018,5066,5.7,1.300,OFF,81.02,74.8,12.92,4.41,2.79,22.8
57.058,5091,4.7,1.300,OFF,81.28,74.8,12.94,4.43,2.67,23.3
57.098,4979,4.2,1.300,OFF,81.54,74.8,12.95,4.49,2.61,23.6
57.138,4624,3.9,1.300,OFF,81.80,74.8,12.95,4.10,2.57,23.8
57.178,4412,3.5,1.300,OFF,82.07,74.8,12.96,3.94,2.55,23.8
57.218,4210,6.0,1.300,OFF,82.33,74.8,12.95,3.66,2.53,24.0
57.258,3970,22.2,1.300,OFF,82.60,74.8,12.93,3.45,2.57,24.2
57.298,3980,25.2,1.300,OFF,82.87,74.8,12.94,3.23,2.69,24.3
57.338,4339,32.0,1.300,OFF,83.14,74.8,12.92,3.61,2.80,24.3
57.378,4794,40.3,1.300,OFF,83.41,74.8,12.92,3.90,2.85,24.0
57.418,5533,41.0,1.300,OFF,83.67,74.8,12.91,4.56,2.88,23.8
57.458,6328,41.2,1.300,OFF,83.93,74.8,12.91,5.19,2.88,23.4
57.498,6016,41.4,1.300,OFF,84.19,74.8,12.91,5.18,2.86,23.2
57.538,6172,41.6,1.300,OFF,84.45,74.8,12.91,5.19,2.88,23.4
57.578,5937,41.8,1.300,OFF,84.71,74.8,12.92,5.12,2.88,23.8
57.618,6013,42.0,1.300,OFF,84.98,74.8,12.91,5.13,2.88,24.0
57.658,5836,42.1,1.300,OFF,85.25,74.8,12.91,5.07,2.88,24.7
57.698,5858,42.1,1.300,OFF,85.53,74.8,12.91,5.11,2.89,25.2
57.738,6003,42.2,1.300,OFF,85.82,74.8,12.90,5.10,2.89,25.8
57.778,5940,41.7,1.300,OFF,86.12,74.8,12.92,5.15,2.88,26.6
57.818,5517,30.5,1.300,OFF,86.42,74.8,12.94,4.92,2.88,27.2
57.858,5363,25.5,1.300,OFF,86.72,74.8,12.94,4.68,2.83,27.6
57.898,5568,24.6,1.300,OFF,87.03,74.8,12.92,4.87,2.80,27.9
57.938,5700,24.4,1.300,OFF,87.35,74.9,12.93,4.97,2.79,28.2
57.978,5714,24.3,1.300,OFF,87.66,74.8,12.94,4.92,2.77,28.2
58.018,5626,24.6,1.300,OFF,87.98,74.8,12.94,4.95,2.77,28.5
58.058,5472,26.2,1.300,OFF,88.30,74.8,12.96,4.85,2.77,28.5
58.098,5724,29.5,1.300,OFF,88.61,74.8,12.94,4.95,2.78,28.6
58.138,6084,30.4,1.300,OFF,88.94,74.8,12.91,5.12,2.78,29.1
58.178,6197,12.7,1.300,OFF,89.26,74.8,12.92,5.24,2.78,29.3
58.218,5982,7.3,1.300,OFF,89.59,74.8,12.95,5.20,2.68,30.1
58.258,5782,6.6,1.300,OFF,89.93,74.8,12.94,5.15,2.59,30.6
58.298,5488,6.5,1.300,OFF,90.28,74.8,12.95,5.05,2.56,30.9
58.338,5277,10.8,1.300,OFF,90.62,74.8,12.93,4.84,2.53,30.8
58.378,5026,19.0,1.300,OFF,90.96,74.9,12.94,4.59,2.55,30.5
58.418,4867,27.2,1.300,OFF,91.30,74.9,12.91,4.32,2.61,30.4
58.458,5122,27.7,1.300,OFF,91.63,74.9,12.91,4.43,2.73,30.1
58.498,5693,27.7,1.300,OFF,91.96,74.9,12.92,4.70,2.77,29.8
58.538,6076,15.8,1.300,OFF,92.29,74.9,12.92,5.16,2.77,29.3
58.578,6470,6.7,1.300,OFF,92.61,74.9,12.92,5.33,2.67,29.1
58.618,6484,5.0,1.300,OFF,92.93,74.9,12.92,5.37,2.58,28.9
58.658,5694,4.7,1.300,OFF,93.26,74.9,12.93,5.16,2.51,29.0
58.698,5228,4.7,1.300,OFF,93.58,74.9,12.95,4.81,2.51,29.5
58.738,4923,4.9,1.300,OFF,93.91,74.9,12.95,4.50,2.49,29.8
58.778,4681,11.7,1.300,OFF,94.25,74.9,12.93,4.18,2.46,29.9
58.818,4757,14.4,1.300,OFF,94.58,74.9,12.92,4.13,2.51,30.1
58.858,4858,15.6,1.300,OFF,94.91,74.9,12.92,4.32,2.57,29.9
58.898,4934,19.7,1.300,OFF,95.24,74.9,12.94,4.31,2.62,29.7
58.938,5270,28.6,1.300,OFF,95.57,74.9,12.89,4.53,2.66,29.5
58.978,5539,33.6,1.300,OFF,95.89,74.9,12.89,4.80,2.74,28.9
59.018,6002,34.3,1.300,OFF,96.21,74.9,12.90,5.06,2.80,28.6
59.058,6723,33.4,1.300,OFF,96.53,74.9,12.91,5.32,2.81,28.4
59.098,6551,32.8,1.300,OFF,96.84,74.9,12.92,5.35,2.79,28.1
59.138,6330,32.5,1.300,OFF,97.15,74.9,12.91,5.30,2.78,28.4
59.178,6155,23.3,1.300,OFF,97.47,74.9,12.91,5.23,2.81,28.8
59.218,5752,16.6,1.300,OFF,97.80,74.9,12.93,5.02,2.75,29.5
59.258,5938,21.1,1.300,OFF,98.14,74.9,12.91,5.11,2.69,30.2
59.298,5933,24.3,1.300,OFF,98.47,74.9,12.91,5.14,2.70,30.5
59.338,5862,24.6,1.300,OFF,98.82,74.9,12.92,5.07,2.74,30.9
59.378,6168,27.5,1.300,OFF,99.16,74.9,12.92,5.20,2.73,30.7
59.418,6294,27.6,1.300,OFF,99.50,74.9,12.90,5.28,2.75,30.6
59.458,6185,10.6,1.300,OFF,99.84,74.9,12.91,5.24,2.73,30.6
59.498,6023,4.0,1.300,OFF,100.18,74.9,12.92,5.22,2.66,30.8
59.538,5714,2.7,1.300,OFF,100.53,74.9,12.93,5.10,2.55,31.3
59.578,5472,2.8,1.300,OFF,100.88,74.9,12.94,4.97,2.52,31.4
59.618,5192,2.5,1.300,OFF,101.22,74.9,12.95,4.74,2.51,31.3
59.658,4982,2.5,1.300,OFF,101.57,74.9,12.94,4.48,2.44,30.9
59.698,5262,2.1,1.300,OFF,101.91,74.9,12.93,4.64,2.47,30.3
59.738,5074,1.6,1.300,OFF,102.24,74.9,12.94,4.62,2.43,30.3
59.778,4785,1.5,1.300,OFF,102.57,74.9,12.93,4.37,2.42,29.8
59.818,4787,1.6,1.300,OFF,102.90,74.9,12.93,4.23,2.42,29.2
59.858,4668,1.5,1.300,OFF,103.22,74.9,12.93,4.22,2.45,28.5
59.898,4434,1.9,1.300,OFF,103.53,74.9,12.94,3.91,2.41,28.0
59.938,4333,2.8,1.300,OFF,103.83,74.9,12.94,3.69,2.45,27.4
59.978,4389,6.4,1.300,OFF,104.13,74.9,12.95,3.83,2.44,27.1
60.018,4351,8.4,1.300,OFF,104.43,74.9,12.94,3.70,2.47,26.9
60.058,4465,8.8,1.300,OFF,104.73,74.9,12.95,3.86,2.51,26.6
60.098,4284,12.1,1.300,OFF,105.02,74.9,12.94,3.72,2.53,26.4
60.138,4099,15.6,1.300,OFF,105.32,74.9,12.94,3.46,2.58,26.4
60.178,4201,16.6,1.300,OFF,105.61,74.9,12.94,3.51,2.67,26.2
60.218,4450,16.9,1.300,OFF,105.90,74.9,12.93,3.67,2.69,26.2
60.258,4729,19.3,1.300,OFF,106.19,74.9,12.95,3.89,2.72,26.3
60.298,5091,23.2,1.300,OFF,106.48,74.9,12.92,4.31,2.72,26.1
60.338,5397,23.6,1.300,OFF,106.77,74.9,12.92,4.63,2.74,26.2
60.378,5831,23.6,1.300,OFF,107.06,74.9,12.93,4.99,2.75,26.1
60.418,5829,23.6,1.300,OFF,107.35,74.9,12.95,5.14,2.74,26.1
60.458,5474,23.7,1.300,OFF,107.64,74.9,12.95,4.83,2.75,26.1
60.498,5374,23.7,1.300,OFF,107.93,74.9,12.94,4.74,2.77,26.2
60.538,5258,23.1,1.300,OFF,108.23,74.9,12.94,4.58,2.77,26.4
60.578,5291,22.9,1.300,OFF,108.52,74.9,12.92,4.55,2.77,26.7
60.618,5359,22.8,1.300,OFF,108.82,74.9,12.92,4.62,2.76,27.2
60.658,5442,22.9,1.300,OFF,109.13,75.0,12.93,4.77,2.77,27.4
60.698,5456,22.9,1.300,OFF,109.43,75.0,12.93,4.70,2.76,27.7
60.738,5483,20.5,1.300,OFF,109.75,75.0,12.94,4.80,2.77,28.1
60.778,5529,13.9,1.300,OFF,110.06,75.0,12.94,4.87,2.74,27.9
60.818,5475,3.2,1.300,OFF,110.37,74.9,12.94,4.91,2.68,28.0
60.858,5409,2.5,1.300,OFF,110.68,75.0,12.94,4.83,2.60,28.0
60.898,5256,2.3,1.300,OFF,110.99,74.9,12.94,4.71,2.53,27.9
60.938,4967,2.2,1.300,OFF,111.30,75.0,12.94,4.55,2.50,28.1
60.978,4726,2.2,1.300,OFF,111.61,75.0,12.94,4.29,2.49,28.2
61.018,4590,2.7,1.300,OFF,111.93,75.0,12.95,4.05,2.48,28.2
61.058,4733,11.1,1.300,OFF,112.24,75.0,12.93,4.15,2.46,27.9
61.098,4595,14.4,1.300,OFF,112.54,75.0,12.92,4.01,2.50,27.7
61.138,4696,16.3,1.300,OFF,112.85,75.0,12.94,4.07,2.56,27.6
61.178,4709,17.6,1.300,OFF,113.16,75.0,12.93,4.08,2.61,27.5
61.218,4943,18.2,1.300,OFF,113.46,75.0,12.96,4.23,2.66,27.3
61.258,5247,18.5,1.300,OFF,113.76,75.0,12.94,4.49,2.66,27.1
61.298,5601,18.6,1.300,OFF,114.06,75.0,12.94,4.88,2.68,26.8
61.338,5754,18.6,1.300,OFF,114.36,75.0,12.93,5.06,2.67,26.5
61.378,5815,18.6,1.300,OFF,114.65,75.0,12.94,5.11,2.69,26.4
61.418,5315,18.7,1.300,OFF,114.94,75.0,12.94,4.83,2.67,26.4
61.458,5030,18.7,1.300,OFF,115.24,75.0,12.94,4.35,2.71,27.0
61.498,5256,18.2,1.300,OFF,115.55,75.0,12.96,4.47,2.70,27.6
61.538,5473,18.2,1.300,OFF,115.86,75.0,12.95,4.73,2.70,27.8
61.578,5510,18.0,1.300,OFF,116.17,75.0,12.94,4.89,2.67,28.3
61.618,5372,13.5,1.300,OFF,116.49,75.0,12.96,4.76,2.70,28.4
61.658,5373,3.5,1.300,OFF,116.81,75.0,12.94,4.74,2.63,28.9
61.698,5286,0.7,1.300,OFF,117.13,75.0,12.96,4.81,2.57,29.4
61.738,5122,0.6,1.300,OFF,117.46,75.0,12.94,4.59,2.52,29.5
61.778,4856,0.5,1.300,OFF,117.79,75.0,12.95,4.43,2.49,29.4
61.818,4678,0.3,1.300,OFF,118.11,75.0,12.95,4.17,2.45,29.1
61.858,4558,0.2,1.300,OFF,118.44,75.0,12.95,4.00,2.46,29.0
61.898,4796,0.2,1.300,OFF,118.76,75.0,12.96,4.19,2.43,29.0
61.938,5067,0.2,1.300,OFF,119.08,75.0,12.96,4.49,2.43,28.6
61.978,4817,0.2,1.300,OFF,119.39,75.0,12.95,4.35,2.41,27.9
62.018,4565,0.1,1.300,OFF,119.69,75.0,12.95,4.10,2.40,27.2
62.058,4632,0.0,1.300,OFF,119.98,75.0,12.95,4.06,2.43,26.3
62.098,4483,0.0,1.300,OFF,120.27,75.0,12.95,4.00,2.42,26.0
62.138,4464,0.1,1.300,OFF,120.56,75.0,12.95,3.88,2.41,25.7
62.178,4566,8.2,1.300,OFF,120.84,75.0,12.93,4.01,2.40,25.2
62.218,4429,18.8,1.300,OFF,121.11,75.0,12.91,3.88,2.45,24.5
62.258,4402,24.6,1.300,OFF,121.38,75.0,12.94,3.83,2.59,24.1
62.298,4340,27.6,1.300,OFF,121.64,75.0,12.94,3.69,2.72,23.5
62.338,4683,27.9,1.300,OFF,121.90,75.0,12.94,3.82,2.81,22.9
62.378,5395,28.1,1.300,OFF,122.15,75.0,12.95,4.48,2.82,22.7
62.418,5604,28.0,1.300,OFF,122.40,75.0,12.94,4.90,2.81,22.6
62.458,5319,28.1,1.300,OFF,122.65,75.0,12.95,4.69,2.81,22.6
62.498,5103,28.1,1.300,OFF,122.90,75.0,12.94,4.44,2.82,22.8
62.538,5074,28.2,1.300,OFF,123.16,75.0,12.94,4.35,2.84,23.1
62.578,5106,28.1,1.300,OFF,123.42,75.0,12.95,4.34,2.83,23.5
62.618,5013,28.1,1.300,OFF,123.69,75.0,12.95,4.30,2.84,23.9
62.658,5010,28.1,1.300,OFF,123.96,75.0,12.94,4.27,2.84,24.5
62.698,5020,28.1,1.300,OFF,124.24,75.0,12.94,4.29,2.83,25.2
62.738,5103,28.1,1.300,OFF,124.52,75.0,12.95,4.35,2.84,25.5
62.778,5130,19.9,1.300,OFF,124.81,75.0,12.94,4.45,2.83,25.9
62.818,5174,9.4,1.300,OFF,125.10,75.0,12.94,4.42,2.76,26.1
62.858,5274,7.3,1.300,OFF,125.39,75.0,12.95,4.61,2.67,26.2
62.898,5214,5.9,1.300,OFF,125.68,75.0,12.95,4.64,2.60,26.4
62.938,5008,4.9,1.300,OFF,125.98,75.0,12.95,4.43,2.56,26.8
62.978,4931,4.4,1.300,OFF,126.27,75.0,12.95,4.33,2.53,26.7
63.018,4830,3.7,1.300,OFF,126.57,75.0,12.94,4.27,2.51,26.8
63.058,4640,3.5,1.300,OFF,126.86,75.0,12.96,4.09,2.49,26.5
63.098,4432,3.4,1.300,OFF,127.16,75.0,12.96,3.86,2.49,26.3
63.138,4392,3.4,1.300,OFF,127.45,75.0,12.95,3.79,2.50,26.1
63.178,4551,6.0,1.300,OFF,127.74,75.0,12.95,3.87,2.50,26.0
63.218,4563,13.0,1.300,OFF,128.02,75.0,12.93,3.96,2.51,25.8
63.258,4454,17.7,1.300,OFF,128.31,75.0,12.96,3.87,2.54,25.4
63.298,4465,25.3,1.300,OFF,128.58,75.0,12.93,3.84,2.65,25.1
63.338,4625,28.0,1.300,OFF,128.86,75.0,12.94,3.83,2.74,24.6
63.378,5184,30.0,1.300,OFF,129.13,75.0,12.94,4.30,2.80,24.1
63.418,5810,30.1,1.300,OFF,129.39,75.0,12.94,4.87,2.82,24.0
63.458,5825,30.2,1.300,OFF,129.66,75.0,12.94,5.12,2.82,24.0
63.498,5395,30.2,1.300,OFF,129.93,75.0,12.94,4.80,2.81,23.9
63.538,5338,30.2,1.300,OFF,130.20,75.1,12.94,4.62,2.84,24.2
63.578,5297,30.3,1.300,OFF,130.47,75.1,12.95,4.62,2.85,24.5
63.618,5132,30.4,1.300,OFF,130.75,75.1,12.95,4.42,2.85,25.1
63.658,5143,30.3,1.300,OFF,131.03,75.1,12.95,4.41,2.86,25.6
63.698,5138,30.3,1.300,OFF,131.32,75.0,12.95,4.41,2.84,26.1
63.738,5177,30.3,1.300,OFF,131.61,75.0,12.94,4.44,2.86,26.6
63.778,5167,30.3,1.300,OFF,131.91,75.1,12.96,4.44,2.84,26.8
63.818,5183,24.1,1.300,OFF,132.21,75.1,12.95,4.41,2.85,26.8
63.858,5292,15.2,1.300,OFF,132.51,75.0,12.95,4.48,2.80,26.7
63.898,5388,11.5,1.300,OFF,132.80,75.0,12.95,4.65,2.72,26.7
63.938,5405,10.2,1.300,OFF,133.10,75.1,12.96,4.71,2.66,26.9
63.978,5279,8.6,1.300,OFF,133.40,75.1,12.96,4.67,2.62,27.1
64.018,5138,7.4,1.300,OFF,133.70,75.1,12.96,4.54,2.59,27.3
64.058,5077,5.4,1.300,OFF,134.01,75.1,12.95,4.48,2.56,27.4
64.098,4964,4.9,1.300,OFF,134.31,75.1,12.96,4.44,2.52,27.3
64.138,4802,3.7,1.300,OFF,134.62,75.1,12.97,4.29,2.50,27.4
64.178,4588,2.1,1.300,OFF,134.92,75.1,12.96,4.05,2.50,27.4
64.218,4573,1.9,1.300,OFF,135.22,75.1,12.96,3.98,2.49,27.4
64.258,4769,1.8,1.300,OFF,135.53,75.1,12.97,4.14,2.48,27.2
64.298,4889,2.0,1.300,OFF,135.83,75.1,12.97,4.32,2.46,26.8
64.338,4865,2.2,1.300,OFF,136.12,75.1,12.96,4.33,2.45,26.2
64.378,4683,2.2,1.300,OFF,136.40,75.1,12.98,4.20,2.43,25.8
64.418,4647,2.1,1.300,OFF,136.69,75.1,12.97,4.09,2.43,25.6
64.458,4666,0.4,1.300,OFF,136.97,75.1,12.97,4.10,2.45,25.2
64.498,4577,0.2,1.300,OFF,137.25,75.1,12.97,4.02,2.43,25.0
64.538,4478,0.0,1.300,OFF,137.52,75.1,12.97,3.93,2.43,24.6
64.578,4389,0.0,1.300,OFF,137.79,75.1,12.96,3.85,2.44,24.3
64.618,4271,0.0,1.300,OFF,138.05,75.1,12.96,3.76,2.43,23.7
64.658,4186,0.0,1.300,OFF,138.31,75.1,12.96,3.59,2.46,23.3
64.698,4174,0.0,1.300,OFF,138.57,75.1,12.96,3.57,2.45,23.1
64.738,4185,0.0,1.300,OFF,138.82,75.1,12.97,3.54,2.47,22.9
64.778,4116,0.0,1.300,OFF,139.08,75.1,12.96,3.52,2.47,22.6
64.818,4037,0.0,1.300,OFF,139.32,75.1,12.95,3.41,2.49,22.3
64.858,3913,3.6,1.300,OFF,139.57,75.1,12.98,3.22,2.47,21.9
64.898,3749,5.0,1.300,OFF,139.81,75.1,12.96,3.09,2.51,21.5
64.938,3739,6.5,1.300,OFF,140.04,75.1,12.98,3.02,2.53,21.2
64.978,3779,12.5,1.300,OFF,140.28,75.1,12.97,3.10,2.58,20.9
65.018,3758,20.3,1.300,OFF,140.51,75.1,12.96,3.04,2.63,20.8
65.058,3660,21.5,1.300,OFF,140.73,75.1,12.98,2.89,2.73,20.6
65.098,3723,21.9,1.300,OFF,140.96,75.1,12.95,2.87,2.82,20.3
65.138,4079,22.0,1.300,OFF,141.18,75.1,12.97,3.14,2.84,20.0
65.178,4504,22.0,1.300,OFF,141.40,75.1,12.96,3.52,2.86,19.6
65.218,4787,22.2,1.300,OFF,141.62,75.1,12.95,3.97,2.83,19.4
65.258,4450,22.1,1.300,OFF,141.83,75.1,12.97,3.73,2.82,19.2
65.298,4069,17.3,1.300,OFF,142.05,75.1,12.96,3.40,2.85,19.3
65.338,4185,15.8,1.300,OFF,142.26,75.1,12.96,3.41,2.83,19.4
65.378,4094,15.4,1.300,OFF,142.48,75.1,12.95,3.27,2.82,19.8
65.418,3921,15.4,1.300,OFF,142.70,75.1,12.98,3.10,2.82,19.8
65.458,3933,15.4,1.300,OFF,142.93,75.1,12.98,3.15,2.81,20.2
65.498,4015,15.4,1.300,OFF,143.15,75.1,12.96,3.26,2.82,20.3
65.538,4174,15.3,1.300,OFF,143.37,75.1,12.96,3.31,2.82,20.2
65.578,4192,10.3,1.300,OFF,143.60,75.1,12.96,3.43,2.80,20.2
65.618,4131,5.0,1.300,OFF,143.82,75.1,12.96,3.35,2.76,20.2
65.658,4157,4.9,1.300,OFF,144.05,75.1,12.98,3.36,2.71,20.2
65.698,4104,5.4,1.300,OFF,144.27,75.1,12.98,3.33,2.67,20.4
65.738,3984,5.4,1.300,OFF,144.50,75.1,12.98,3.24,2.66,20.4
65.778,3925,5.4,1.300,OFF,144.73,75.1,12.98,3.14,2.65,20.4
65.818,3857,7.2,1.300,OFF,144.96,75.1,12.99,3.09,2.65,20.4
65.858,3755,8.4,1.300,OFF,145.18,75.1,12.98,3.03,2.65,20.4
65.898,3599,10.2,1.300,OFF,145.41,75.1,12.98,2.87,2.66,20.4
65.938,3448,11.6,1.300,OFF,145.63,75.1,12.99,2.70,2.69,20.3
65.978,3532,14.2,1.300,OFF,145.86,75.1,12.98,2.70,2.72,20.3
66.018,4086,17.2,1.300,OFF,146.08,75.1,12.96,3.24,2.75,20.1
66.058,4173,20.7,1.300,OFF,146.30,75.1,12.98,3.36,2.78,19.9
66.098,4315,24.8,1.300,OFF,146.52,75.1,12.96,3.52,2.81,19.6
66.138,4727,27.0,1.300,OFF,146.74,75.1,12.96,3.81,2.83,19.5
66.178,5120,27.4,1.300,OFF,146.96,75.1,12.96,4.32,2.83,19.4
66.218,4833,25.8,1.300,OFF,147.17,75.1,12.96,4.14,2.84,19.2
66.258,4877,23.0,1.300,OFF,147.39,75.1,12.95,4.07,2.84,19.4
66.298,4623,22.5,1.300,OFF,147.61,75.1,12.95,3.96,2.83,20.1
66.338,4571,18.4,1.300,OFF,147.84,75.1,12.95,3.79,2.82,20.9
66.378,4496,18.3,1.300,OFF,148.07,75.1,12.97,3.76,2.81,21.4
66.418,4619,18.4,1.300,OFF,148.32,75.2,12.97,3.79,2.80,22.2
66.458,4682,18.4,1.300,OFF,148.57,75.2,12.97,3.88,2.76,22.8
66.498,4748,18.4,1.300,OFF,148.83,75.2,12.95,3.96,2.77,23.3
66.538,4778,18.4,1.300,OFF,149.09,75.2,12.96,4.00,2.76,23.6
66.578,4775,13.7,1.300,OFF,149.36,75.2,12.96,4.01,2.76,24.2
66.618,4807,13.0,1.300,OFF,149.64,75.2,12.96,4.07,2.72,24.6
66.658,4910,13.0,1.300,OFF,149.91,75.2,12.96,4.13,2.70,24.8
66.698,5037,13.0,1.300,OFF,150.19,75.2,12.96,4.27,2.66,24.8
