TIME,RPM,TPS,Sonda_Geral,Distância,Marcha,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Lenta,Consumo_total,Consumo_medio,Consumo_instantâneo,Potência_estimada,Torque_estimado,Distância_total,Autonomia,Eletroventilador_1,Bomba_Combustível,Velocidade_de_referência
443.340,3131,80.8,1.300,1204.03,0,75.5,12.84,2.25,3.30,3.7,OFF,1.78,1.7,1.7,25,58,3.1,6.2,ON,ON,14.0
443.380,3147,80.5,1.300,1204.19,0,75.5,12.84,2.30,3.30,3.7,OFF,1.78,1.7,1.7,25,58,3.1,6.2,ON,ON,14.0
443.420,3102,80.5,1.300,1204.35,0,75.5,12.85,2.24,3.30,3.7,OFF,1.78,1.7,1.7,25,58,3.1,6.2,ON,ON,14.1
443.460,3182,80.5,1.300,1204.50,0,75.5,12.84,2.36,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.1
443.500,3170,80.4,1.300,1204.66,0,75.5,12.85,2.32,3.29,3.7,OFF,1.78,1.7,1.7,25,58,3.1,6.2,ON,ON,14.1
443.540,3189,79.8,1.300,1204.82,0,75.5,12.85,2.30,3.30,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.2
443.580,3154,78.5,1.300,1204.97,0,75.5,12.85,2.31,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.2
443.620,3189,65.7,1.300,1205.13,0,75.5,12.85,2.34,3.29,3.7,OFF,1.78,1.7,1.7,25,58,3.1,6.2,ON,ON,14.2
443.660,3196,63.4,1.300,1205.29,0,75.5,12.84,2.32,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.3
443.700,3202,63.2,1.300,1205.45,0,75.5,12.84,2.31,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.4
443.740,3227,63.0,1.300,1205.61,0,75.5,12.85,2.32,3.28,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.4
443.780,3226,62.9,1.300,1205.77,0,75.5,12.86,2.34,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.4
443.820,3203,62.3,1.300,1205.93,0,75.5,12.86,2.31,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.5
443.860,3233,62.0,1.300,1206.09,0,75.5,12.87,2.33,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.5
443.900,3223,61.7,1.300,1206.26,0,75.5,12.86,2.36,3.28,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.5
443.940,3238,61.6,1.300,1206.42,0,75.5,12.86,2.39,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.5
443.980,3250,61.5,1.300,1206.58,0,75.5,12.85,2.42,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.6
444.020,3297,61.3,1.300,1206.74,0,75.5,12.86,2.43,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.6
444.060,3282,61.3,1.300,1206.90,0,75.5,12.86,2.44,3.28,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.6
444.100,3264,61.3,1.300,1207.07,0,75.5,12.87,2.43,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.7
444.140,3295,61.1,1.300,1207.23,0,75.5,12.86,2.41,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.7
444.180,3339,61.2,1.300,1207.40,0,75.5,12.86,2.46,3.28,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.8
444.220,3331,61.1,1.300,1207.56,0,75.5,12.86,2.49,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.9
444.260,3353,61.1,1.300,1207.73,0,75.5,12.87,2.49,3.28,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,14.9
444.300,3347,61.1,1.300,1207.89,0,75.5,12.87,2.48,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,15.0
444.340,3358,61.1,1.300,1208.06,0,75.5,12.86,2.46,3.29,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,15.0
444.380,3364,61.0,1.300,1208.23,0,75.5,12.87,2.48,3.28,3.7,OFF,1.78,1.7,1.7,27,58,3.1,6.2,ON,ON,15.0
444.420,3406,60.9,1.300,1208.40,0,75.5,12.88,2.56,3.28,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.1
444.460,3362,60.9,1.299,1208.56,0,75.5,12.88,2.53,3.28,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.2
444.500,3384,60.9,1.292,1208.73,0,75.5,12.87,2.52,3.29,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.2
444.540,3420,60.9,1.284,1208.90,0,75.5,12.88,2.56,3.28,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.2
444.580,3404,60.8,1.298,1209.07,0,75.5,12.88,2.53,3.29,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.3
444.620,3406,60.8,1.288,1209.24,0,75.5,12.87,2.52,3.28,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.3
444.660,3444,60.5,1.271,1209.41,0,75.5,12.87,2.58,3.29,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.3
444.700,3470,60.1,1.267,1209.58,0,75.5,12.88,2.65,3.28,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.4
444.740,3430,60.0,1.262,1209.76,0,75.5,12.88,2.60,3.29,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.4
444.780,3484,60.0,1.248,1209.93,0,75.5,12.88,2.63,3.29,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.5
444.820,3459,59.9,1.264,1210.10,0,75.5,12.87,2.60,3.29,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.6
444.860,3464,59.8,1.278,1210.27,0,75.5,12.89,2.61,3.28,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.6
444.900,3461,58.4,1.279,1210.45,0,75.5,12.88,2.59,3.29,3.7,OFF,1.78,1.7,1.7,28,58,3.1,6.2,ON,ON,15.6
444.940,3477,48.9,1.263,1210.62,0,75.5,12.88,2.61,3.28,3.7,OFF,1.78,1.7,1.7,28,57,3.1,6.2,ON,ON,15.7
444.980,3518,45.6,1.263,1210.80,0,75.5,12.89,2.65,3.28,3.7,OFF,1.78,1.7,1.7,28,56,3.1,6.2,ON,ON,15.7
445.020,3536,44.9,1.255,1210.97,0,75.5,12.88,2.68,3.27,3.7,OFF,1.78,1.7,1.8,28,56,3.1,6.2,ON,ON,15.7
445.060,3505,42.6,1.245,1211.15,0,75.5,12.88,2.66,3.28,3.7,OFF,1.78,1.7,1.8,27,55,3.1,6.2,ON,ON,15.8
445.100,3545,40.8,1.221,1211.32,0,75.5,12.90,2.68,3.27,3.7,OFF,1.78,1.7,1.8,27,54,3.1,6.2,ON,ON,15.7
445.140,3544,40.5,1.209,1211.48,0,75.5,12.89,2.68,3.26,3.7,OFF,1.78,1.7,1.7,27,54,3.1,6.2,ON,ON,14.8
445.180,3560,40.4,1.215,1211.65,0,75.5,12.89,2.70,3.26,3.7,OFF,1.78,1.7,1.7,27,54,3.1,6.2,ON,ON,14.9
445.220,3548,40.2,1.210,1211.80,0,75.5,12.89,2.70,3.26,3.7,OFF,1.78,1.7,1.7,27,54,3.1,6.2,ON,ON,14.0
445.260,3535,40.1,1.204,1211.96,0,75.5,12.89,2.71,3.26,3.7,OFF,1.78,1.7,1.6,27,54,3.1,6.2,ON,ON,14.0
445.300,3539,40.1,1.208,1212.11,0,75.5,12.91,2.68,3.26,3.7,OFF,1.78,1.7,1.6,27,53,3.1,6.2,ON,ON,14.0
445.340,3533,40.2,1.210,1212.27,0,75.5,12.89,2.67,3.26,3.7,OFF,1.78,1.7,1.6,27,54,3.1,6.2,ON,ON,14.0
445.380,3578,40.1,1.216,1212.42,0,75.5,12.89,2.71,3.25,3.7,OFF,1.78,1.7,1.6,27,54,3.1,6.2,ON,ON,14.0
445.420,3556,39.8,1.209,1212.59,0,75.5,12.90,2.70,3.27,3.7,OFF,1.78,1.7,1.6,27,53,3.1,6.2,ON,ON,14.1
445.460,3603,36.6,1.195,1212.75,0,75.5,12.91,2.74,3.26,3.7,OFF,1.78,1.7,1.7,25,51,3.1,6.2,ON,ON,15.1
445.500,3599,34.1,1.194,1212.93,0,75.5,12.90,2.76,3.25,3.7,OFF,1.78,1.7,1.8,25,50,3.1,6.2,ON,ON,16.0
445.540,3573,31.7,1.181,1213.11,0,75.5,12.89,2.74,3.24,3.7,OFF,1.78,1.7,2.0,24,49,3.1,6.2,ON,ON,16.1
445.580,3549,29.5,1.170,1213.29,0,75.5,12.91,2.69,3.24,3.7,OFF,1.78,1.7,2.1,24,48,3.1,6.2,ON,ON,16.1
445.620,3571,26.3,1.162,1213.47,0,75.5,12.91,2.73,3.22,3.7,OFF,1.78,1.7,2.1,23,46,3.1,6.2,ON,ON,16.1
445.660,3594,24.9,1.158,1213.64,0,75.5,12.90,2.76,3.21,3.7,OFF,1.78,1.7,2.2,23,45,3.1,6.2,ON,ON,15.2
445.700,3596,24.6,1.160,1213.80,0,75.5,12.90,2.77,3.21,3.7,OFF,1.78,1.7,2.0,23,45,3.1,6.2,ON,ON,15.1
445.740,3600,24.6,1.145,1213.97,0,75.5,12.90,2.80,3.20,3.7,OFF,1.78,1.7,2.0,23,45,3.1,6.2,ON,ON,15.2
445.780,3550,24.4,1.124,1214.14,0,75.5,12.91,2.77,3.20,3.7,OFF,1.78,1.7,2.1,23,45,3.1,6.2,ON,ON,15.2
445.820,3531,24.5,1.107,1214.30,0,75.5,12.91,2.69,3.20,3.7,OFF,1.78,1.7,2.1,23,45,3.1,6.2,ON,ON,15.0
445.860,3594,24.5,1.087,1214.46,0,75.5,12.91,2.72,3.21,3.7,OFF,1.78,1.7,1.9,23,45,3.1,6.2,ON,ON,13.8
445.900,3577,24.4,1.098,1214.61,0,75.5,12.91,2.74,3.20,3.7,OFF,1.78,1.7,1.9,23,45,3.1,6.2,ON,ON,13.8
445.940,3584,24.4,1.092,1214.75,0,75.5,12.91,2.75,3.20,3.7,OFF,1.78,1.7,1.9,23,45,3.1,6.2,ON,ON,12.9
445.980,3589,24.4,1.057,1214.89,0,75.5,12.91,2.78,3.21,3.7,OFF,1.78,1.7,1.7,23,45,3.1,6.2,ON,ON,12.7
446.020,3533,24.3,1.054,1215.02,0,75.5,12.91,2.71,3.19,3.7,OFF,1.78,1.7,1.6,23,45,3.1,6.2,ON,ON,11.9
446.060,3522,24.2,1.065,1215.16,0,75.5,12.91,2.68,3.19,3.7,OFF,1.78,1.7,1.6,23,45,3.1,6.2,ON,ON,12.7
446.100,3545,24.2,1.063,1215.30,0,75.5,12.91,2.68,3.21,3.7,OFF,1.78,1.7,1.8,23,45,3.1,6.2,ON,ON,12.7
446.140,3501,24.1,1.072,1215.44,0,75.5,12.91,2.66,3.21,3.7,OFF,1.78,1.7,1.7,23,45,3.1,6.2,ON,ON,12.7
446.180,3502,24.1,1.085,1215.58,0,75.5,12.92,2.66,3.20,3.7,OFF,1.78,1.7,1.8,21,45,3.1,6.2,ON,ON,12.0
446.220,3553,24.1,1.083,1215.73,0,75.5,12.90,2.70,3.20,3.7,OFF,1.78,1.7,1.8,23,45,3.1,6.2,ON,ON,13.0
446.260,3511,24.1,1.087,1215.88,0,75.5,12.92,2.69,3.21,3.7,OFF,1.78,1.7,1.8,23,45,3.1,6.2,ON,ON,13.1
446.300,3492,24.1,1.094,1216.04,0,75.5,12.92,2.68,3.19,3.7,OFF,1.78,1.7,2.0,21,45,3.1,6.2,ON,ON,14.8
446.340,3464,24.1,1.105,1216.21,0,75.5,12.92,2.61,3.20,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.9
446.380,3452,24.1,1.109,1216.37,0,75.5,12.91,2.58,3.21,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.8
446.420,3457,24.0,1.113,1216.54,0,75.5,12.92,2.60,3.21,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.9
446.460,3488,24.2,1.127,1216.72,0,75.5,12.91,2.65,3.21,3.7,OFF,1.78,1.7,2.2,23,45,3.1,6.2,ON,ON,15.7
446.500,3492,24.1,1.149,1216.89,0,75.5,12.91,2.65,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.7
446.540,3446,24.1,1.179,1217.06,0,75.5,12.93,2.63,3.20,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.7
446.580,3424,24.0,1.186,1217.24,0,75.5,12.92,2.57,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.6
446.620,3465,24.0,1.194,1217.41,0,75.5,12.92,2.59,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.6
446.660,3474,24.1,1.202,1217.57,0,75.5,12.91,2.57,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,14.7
446.700,3530,24.1,1.221,1217.74,0,75.5,12.91,2.65,3.21,3.7,OFF,1.78,1.7,2.0,23,45,3.1,6.2,ON,ON,14.7
446.740,3458,24.1,1.242,1217.89,0,75.5,12.91,2.64,3.21,3.7,OFF,1.78,1.7,2.0,23,45,3.1,6.2,ON,ON,14.6
446.780,3471,24.1,1.250,1218.05,0,75.5,12.91,2.65,3.20,3.7,OFF,1.78,1.7,1.9,21,45,3.1,6.2,ON,ON,13.7
446.820,3403,24.1,1.249,1218.20,0,75.5,12.91,2.59,3.20,3.7,OFF,1.78,1.7,1.9,21,45,3.1,6.2,ON,ON,13.7
446.860,3460,24.0,1.249,1218.35,0,75.5,12.91,2.61,3.21,3.7,OFF,1.78,1.7,1.9,21,45,3.1,6.2,ON,ON,13.6
446.900,3462,24.1,1.270,1218.50,0,75.5,12.91,2.58,3.20,3.7,OFF,1.78,1.7,1.9,21,45,3.1,6.2,ON,ON,13.7
446.940,3454,24.1,1.279,1218.66,0,75.5,12.90,2.62,3.21,3.7,OFF,1.78,1.7,1.9,21,45,3.1,6.2,ON,ON,13.8
446.980,3361,24.1,1.287,1218.82,0,75.5,12.91,2.52,3.20,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.7
447.020,3345,24.1,1.285,1218.99,0,75.5,12.91,2.49,3.21,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.7
447.060,3361,24.1,1.280,1219.16,0,75.5,12.91,2.52,3.20,3.7,OFF,1.78,1.7,2.3,21,45,3.1,6.2,ON,ON,15.5
447.100,3361,24.1,1.298,1219.33,0,75.5,12.89,2.53,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.4
447.140,3378,24.1,1.300,1219.50,0,75.5,12.89,2.54,3.20,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.3
447.180,3431,24.3,1.300,1219.67,0,75.5,12.90,2.57,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.3
447.220,3441,24.3,1.300,1219.84,0,75.5,12.91,2.59,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.3
447.260,3438,24.3,1.300,1220.01,0,75.5,12.89,2.56,3.20,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,15.2
447.300,3335,24.3,1.300,1220.17,0,75.5,12.89,2.48,3.22,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.3
447.340,3318,24.3,1.300,1220.32,0,75.5,12.89,2.47,3.21,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.3
447.380,3332,24.3,1.300,1220.48,0,75.5,12.91,2.43,3.21,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.3
447.420,3326,24.4,1.300,1220.64,0,75.5,12.90,2.46,3.20,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.3
447.460,3336,24.4,1.300,1220.80,0,75.5,12.89,2.48,3.21,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.2
447.500,3338,24.4,1.300,1220.96,0,75.5,12.89,2.51,3.21,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.2
447.540,3356,24.5,1.300,1221.12,0,75.5,12.89,2.50,3.21,3.7,OFF,1.78,1.7,2.1,21,45,3.1,6.2,ON,ON,14.1
447.580,3319,24.5,1.300,1221.28,0,75.5,12.90,2.47,3.21,3.7,OFF,1.78,1.7,2.0,21,45,3.1,6.2,ON,ON,14.9
447.620,3299,24.4,1.300,1221.45,0,75.5,12.89,2.46,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.0
447.660,3296,24.4,1.300,1221.61,0,75.5,12.89,2.43,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.0
447.700,3289,24.5,1.300,1221.78,0,75.5,12.89,2.44,3.21,3.7,OFF,1.78,1.7,2.2,21,45,3.1,6.2,ON,ON,15.0
447.740,3262,24.4,1.300,1221.95,0,75.5,12.88,2.39,3.21,3.7,OFF,1.78,1.7,2.2,20,45,3.1,6.2,ON,ON,15.0
447.780,3256,24.5,1.300,1222.11,0,75.5,12.88,2.41,3.21,3.7,OFF,1.78,1.7,2.2,20,45,3.1,6.2,ON,ON,15.0
447.820,3204,24.5,1.300,1222.28,0,75.4,12.88,2.38,3.20,3.7,OFF,1.78,1.7,2.2,20,45,3.1,6.2,ON,ON,14.9
447.860,3183,24.7,1.300,1222.44,0,75.5,12.87,2.31,3.22,3.7,OFF,1.78,1.7,2.2,20,45,3.1,6.2,ON,ON,14.7
447.900,3156,25.0,1.300,1222.61,0,75.5,12.86,2.29,3.21,3.7,OFF,1.79,1.7,2.2,20,45,3.1,6.2,ON,ON,14.7
447.940,3125,24.9,1.300,1222.77,0,75.5,12.86,2.29,3.22,3.7,OFF,1.79,1.7,2.3,20,45,3.1,6.2,ON,ON,14.6
447.980,3088,25.0,1.300,1222.93,0,75.5,12.88,2.26,3.22,3.7,OFF,1.79,1.7,2.3,20,45,3.1,6.2,ON,ON,14.4
448.020,3043,25.1,1.300,1223.09,0,75.5,12.88,2.21,3.22,3.7,OFF,1.79,1.7,2.3,20,45,3.1,6.2,ON,ON,14.3
448.060,3036,25.2,1.300,1223.24,0,75.5,12.86,2.19,3.23,3.7,OFF,1.79,1.7,2.3,19,45,3.1,6.2,ON,ON,14.2
448.100,2955,25.2,1.300,1223.40,0,75.5,12.84,2.11,3.22,3.7,OFF,1.79,1.7,2.3,19,45,3.1,6.2,ON,ON,14.0
448.140,2930,25.4,1.300,1223.55,0,75.5,12.85,2.06,3.23,3.7,OFF,1.79,1.7,2.3,19,45,3.1,6.2,ON,ON,13.9
448.180,2847,25.5,1.300,1223.71,0,75.5,12.84,1.99,3.25,3.7,OFF,1.79,1.7,2.3,17,45,3.1,6.2,ON,ON,13.7
448.220,2975,25.4,1.300,1223.86,0,75.4,12.84,2.04,3.23,3.7,OFF,1.79,1.7,2.3,19,45,3.1,6.2,ON,ON,13.6
448.260,3075,25.4,1.300,1224.01,0,75.5,12.83,2.17,3.22,3.7,OFF,1.79,1.7,2.1,20,45,3.1,6.2,ON,ON,13.5
448.300,3131,25.5,1.300,1224.16,0,75.5,12.85,2.24,3.23,3.7,OFF,1.79,1.7,2.1,20,45,3.1,6.2,ON,ON,13.5
448.340,3086,25.5,1.300,1224.31,0,75.5,12.85,2.23,3.22,3.7,OFF,1.79,1.7,2.1,20,45,3.1,6.2,ON,ON,13.5
448.380,3031,25.6,1.300,1224.46,0,75.5,12.85,2.19,3.24,3.7,OFF,1.79,1.7,2.1,19,46,3.1,6.2,ON,ON,13.5
448.420,3011,25.6,1.300,1224.61,0,75.4,12.83,2.15,3.23,3.7,OFF,1.79,1.7,2.1,19,45,3.1,6.2,ON,ON,13.6
448.460,2971,25.7,1.300,1224.76,0,75.4,12.83,2.13,3.23,3.7,OFF,1.79,1.7,2.2,19,46,3.1,6.2,ON,ON,13.6
448.500,2963,28.0,1.300,1224.91,0,75.4,12.85,2.09,3.24,3.7,OFF,1.79,1.7,2.1,19,46,3.1,6.2,ON,ON,13.7
448.540,2924,30.1,1.300,1225.06,0,75.5,12.84,2.05,3.23,3.7,OFF,1.79,1.7,1.5,20,48,3.1,6.2,ON,ON,13.7
448.580,2886,32.8,1.300,1225.22,0,75.5,12.83,2.04,3.26,3.7,OFF,1.79,1.7,1.6,20,49,3.1,6.2,ON,ON,13.6
448.620,3124,36.1,1.300,1225.37,0,75.4,12.82,2.21,3.25,3.7,OFF,1.79,1.7,1.6,23,51,3.1,6.2,ON,ON,13.6
448.660,3364,38.6,1.300,1225.52,0,75.4,12.82,2.39,3.24,3.7,OFF,1.79,1.7,1.3,24,53,3.1,6.2,ON,ON,13.7
448.700,3429,39.1,1.300,1225.67,0,75.4,12.84,2.57,3.26,3.7,OFF,1.79,1.7,1.3,25,53,3.1,6.2,ON,ON,13.9
448.740,3043,41.5,1.297,1225.83,0,75.4,12.83,2.30,3.25,3.7,OFF,1.79,1.7,1.5,24,53,3.1,6.2,ON,ON,14.1
448.780,2896,43.1,1.242,1225.99,0,75.5,12.84,2.06,3.27,3.7,OFF,1.79,1.7,1.4,23,55,3.1,6.2,ON,ON,14.1
448.820,2953,43.3,1.174,1226.14,0,75.5,12.84,2.07,3.27,3.7,OFF,1.79,1.7,1.6,23,55,3.1,6.2,ON,ON,14.0
448.860,3034,43.3,1.178,1226.30,0,75.5,12.85,2.15,3.27,3.7,OFF,1.79,1.7,1.6,23,55,3.1,6.2,ON,ON,14.1
448.900,3017,43.5,1.237,1226.46,0,75.5,12.85,2.14,3.27,3.7,OFF,1.79,1.7,1.7,23,55,3.1,6.2,ON,ON,14.2
448.940,3019,43.4,1.273,1226.61,0,75.5,12.84,2.13,3.27,3.7,OFF,1.79,1.7,1.7,23,55,3.1,6.2,ON,ON,14.1
448.980,3033,43.0,1.280,1226.77,0,75.5,12.83,2.16,3.27,3.7,OFF,1.79,1.7,1.9,23,55,3.1,6.2,ON,ON,13.9
449.020,3030,39.2,1.275,1226.92,0,75.5,12.82,2.15,3.27,3.7,OFF,1.79,1.7,1.8,23,53,3.1,6.2,ON,ON,13.7
449.060,2948,38.7,1.289,1227.07,0,75.4,12.84,2.10,3.27,3.7,OFF,1.79,1.7,1.9,23,53,3.1,6.2,ON,ON,13.5
449.100,2934,38.7,1.300,1227.22,0,75.5,12.84,2.04,3.27,3.7,OFF,1.79,1.7,1.9,21,52,3.1,6.2,ON,ON,13.6
449.140,2919,38.6,1.300,1227.37,0,75.4,12.83,2.02,3.27,3.7,OFF,1.79,1.7,1.9,21,52,3.1,6.2,ON,ON,13.6
449.180,2987,38.5,1.300,1227.52,0,75.5,12.84,2.07,3.27,3.7,OFF,1.79,1.7,1.9,21,53,3.1,6.2,ON,ON,13.5
449.220,2960,38.5,1.300,1227.67,0,75.5,12.83,2.08,3.27,3.7,OFF,1.79,1.7,1.9,21,52,3.1,6.2,ON,ON,13.5
449.260,2925,38.4,1.300,1227.82,0,75.5,12.83,2.03,3.27,3.7,OFF,1.79,1.7,1.9,21,53,3.1,6.2,ON,ON,13.4
449.300,2971,38.4,1.300,1227.97,0,75.5,12.83,2.07,3.28,3.7,OFF,1.79,1.7,1.9,21,53,3.1,6.2,ON,ON,13.4
449.340,3014,38.4,1.300,1228.12,0,75.4,12.81,2.16,3.27,3.7,OFF,1.79,1.7,1.9,21,52,3.1,6.2,ON,ON,13.4
449.380,3192,38.4,1.300,1228.27,0,75.4,12.83,2.29,3.27,3.7,OFF,1.79,1.7,1.8,24,53,3.1,6.2,ON,ON,13.5
449.420,2920,38.5,1.295,1228.42,0,75.4,12.84,2.08,3.27,3.7,OFF,1.79,1.7,1.8,23,52,3.1,6.2,ON,ON,13.5
449.460,3220,38.6,1.206,1228.56,0,75.4,12.82,2.21,3.27,3.7,OFF,1.79,1.7,1.9,23,53,3.1,6.2,ON,ON,12.8
449.500,3026,38.7,1.146,1228.70,0,75.4,12.84,2.17,3.26,3.7,OFF,1.79,1.7,1.7,23,53,3.1,6.2,ON,ON,12.8
449.540,2995,38.7,1.050,1228.85,0,75.4,12.84,2.10,3.26,3.7,OFF,1.79,1.7,1.8,23,53,3.1,6.2,ON,ON,12.9
449.580,3000,38.7,1.053,1228.99,0,75.4,12.84,2.12,3.26,3.7,OFF,1.79,1.7,1.8,23,53,3.1,6.2,ON,ON,12.9
449.620,2994,38.7,1.140,1229.13,0,75.4,12.83,2.09,3.27,3.7,OFF,1.79,1.7,1.8,21,53,3.1,6.2,ON,ON,12.9
449.660,3016,38.8,1.252,1229.28,0,75.4,12.85,2.13,3.27,3.7,OFF,1.79,1.7,1.8,23,53,3.1,6.2,ON,ON,12.9
449.700,2971,38.9,1.298,1229.42,0,75.4,12.86,2.09,3.27,3.7,OFF,1.79,1.7,1.8,23,53,3.1,6.2,ON,ON,12.9
449.740,3008,38.8,1.300,1229.56,0,75.4,12.85,2.13,3.27,3.7,OFF,1.79,1.7,1.8,23,53,3.1,6.2,ON,ON,12.8
449.780,2965,38.8,1.300,1229.71,0,75.4,12.84,2.08,3.27,3.7,OFF,1.79,1.7,1.8,23,53,3.1,6.2,ON,ON,13.5
449.820,2920,38.8,1.300,1229.86,0,75.4,12.84,2.03,3.26,3.7,OFF,1.79,1.7,1.9,21,53,3.1,6.2,ON,ON,13.5
449.860,2928,38.8,1.300,1230.01,0,75.4,12.84,2.02,3.28,3.7,OFF,1.79,1.7,1.9,21,53,3.1,6.2,ON,ON,13.5
449.900,2917,38.8,1.300,1230.16,0,75.4,12.84,2.02,3.28,3.7,OFF,1.79,1.7,1.9,21,53,3.1,6.2,ON,ON,13.4
449.940,2922,39.0,1.300,1230.31,0,75.4,12.84,2.04,3.28,3.7,OFF,1.79,1.7,1.9,21,53,3.1,6.2,ON,ON,13.4
449.980,2971,39.5,1.300,1230.46,0,75.4,12.84,2.07,3.27,3.7,OFF,1.79,1.7,1.9,21,53,3.1,6.2,ON,ON,13.4
450.020,2931,40.4,1.300,1230.61,0,75.4,12.84,2.06,3.28,3.7,OFF,1.79,1.7,1.9,23,53,3.1,6.2,ON,ON,13.3
450.060,2890,40.5,1.300,1230.75,0,75.4,12.83,2.00,3.28,3.7,OFF,1.79,1.7,1.9,21,54,3.1,6.2,ON,ON,13.3
450.100,3181,40.7,1.300,1230.90,0,75.4,12.83,2.17,3.28,3.7,OFF,1.79,1.7,1.9,23,54,3.1,6.2,ON,ON,13.3
450.140,3002,41.2,1.300,1231.05,0,75.4,12.87,2.12,3.28,3.7,OFF,1.79,1.7,1.7,23,54,3.1,6.2,ON,ON,13.3
450.180,2928,41.5,1.294,1231.20,0,75.4,12.87,2.07,3.28,3.7,OFF,1.79,1.7,1.9,23,54,3.1,6.2,ON,ON,13.3
