TIME,RPM,TPS,Distância,Marcha,Temp._do_motor,Tensão_da_Bateria,Pressão_de_Óleo,Pressão_de_Combustível,Nível_de_combustível,Lenta,Velocidade_de_referência
92.020,5319,23.0,576.95,2,82.4,12.69,4.24,2.97,2.5,OFF,78.0
92.060,5341,23.0,577.56,1,82.4,12.69,4.25,2.97,2.5,OFF,60.1
92.100,5311,22.9,577.99,1,82.4,12.68,4.28,2.97,2.5,OFF,42.4
92.140,5335,22.9,578.31,0,82.4,12.69,4.27,2.97,2.5,OFF,32.4
92.180,5336,23.0,578.58,0,82.4,12.69,4.29,2.97,2.5,OFF,24.4
92.220,5346,22.8,578.85,0,82.4,12.68,4.29,2.97,2.5,OFF,24.1
92.260,5364,22.9,579.12,0,82.4,12.68,4.34,2.97,2.5,OFF,24.1
92.300,5341,22.8,579.38,0,82.4,12.68,4.32,2.97,2.5,OFF,24.1
92.340,5342,22.6,579.65,0,82.4,12.68,4.32,2.98,2.5,OFF,24.1
92.380,5318,22.4,579.92,0,82.4,12.68,4.31,2.97,2.5,OFF,24.1
92.420,5306,22.1,580.18,0,82.4,12.69,4.30,2.96,2.5,OFF,23.9
92.460,5311,22.0,580.42,0,82.4,12.70,4.26,2.96,2.5,OFF,22.5
92.500,5296,22.1,580.66,0,82.4,12.71,4.22,2.95,2.5,OFF,21.1
92.540,5269,21.7,580.89,0,82.4,12.71,4.25,2.95,2.5,OFF,21.0
92.580,5259,21.6,581.12,0,82.4,12.71,4.22,2.95,2.5,OFF,20.9
92.620,5228,21.4,581.36,0,82.5,12.71,4.22,2.94,2.5,OFF,21.0
92.660,5248,21.4,581.62,0,82.5,12.71,4.22,2.94,2.5,OFF,22.4
92.700,5225,21.1,581.87,0,82.5,12.69,4.21,2.94,2.5,OFF,23.6
92.740,5210,21.1,582.12,0,82.5,12.71,4.19,2.94,2.5,OFF,22.3
92.780,5214,21.1,582.37,0,82.5,12.71,4.18,2.94,2.5,OFF,22.2
92.820,5199,21.1,582.61,0,82.5,12.70,4.17,2.93,2.5,OFF,22.1
92.860,5192,21.0,582.86,0,82.5,12.70,4.15,2.94,2.5,OFF,22.1
92.900,5154,20.4,583.12,0,82.5,12.70,4.13,2.94,2.5,OFF,23.5
92.940,5142,20.2,583.49,0,82.5,12.69,4.11,2.93,2.5,OFF,26.0
92.980,5154,19.6,584.15,1,82.5,12.70,4.13,2.93,2.5,OFF,50.8
93.020,5099,15.8,585.13,2,82.5,12.71,4.12,2.92,2.5,OFF,84.3
93.060,4984,14.9,586.16,3,82.5,12.72,4.05,2.89,2.5,OFF,92.4
93.100,4783,14.6,587.18,3,82.5,12.72,3.91,2.87,2.5,OFF,92.4
93.140,4584,14.5,588.15,3,82.5,12.73,3.70,2.87,2.5,OFF,88.6
93.180,4420,14.4,589.11,3,82.5,12.72,3.52,2.88,2.5,OFF,86.1
93.220,4247,14.3,590.05,3,82.5,12.75,3.27,2.89,2.5,OFF,85.7
93.260,3923,14.4,590.98,3,82.5,12.74,3.01,2.91,2.5,OFF,83.7
93.300,3672,14.3,591.87,4,82.5,12.76,2.71,2.94,2.5,OFF,82.9
93.340,3443,14.4,592.69,4,82.5,12.75,2.44,2.96,2.5,OFF,76.4
93.380,3173,14.4,593.44,4,82.5,12.75,2.16,2.98,2.5,OFF,68.1
93.420,2909,14.3,594.15,4,82.5,12.75,1.92,3.00,2.5,OFF,64.3
93.460,2671,14.4,594.84,4,82.5,12.78,1.71,3.03,2.5,OFF,63.2
93.500,2438,14.3,595.46,4,82.5,12.78,1.43,3.07,2.5,OFF,58.6
93.540,2301,14.3,596.01,3,82.5,12.77,1.32,3.11,2.5,OFF,50.3
93.580,1969,14.2,596.53,3,82.5,12.79,1.10,3.13,2.5,OFF,47.1
93.620,1836,14.4,597.05,5,82.5,12.79,0.97,3.17,2.5,OFF,46.7
93.660,1752,14.3,597.57,5,82.5,12.79,0.89,3.20,2.5,OFF,46.7
93.700,1582,14.3,598.09,6,82.5,12.78,0.76,3.22,2.5,OFF,46.7
93.740,1448,14.4,598.61,6,82.5,12.76,0.66,3.24,2.5,OFF,46.6
93.780,1542,14.3,599.09,6,82.5,12.81,0.73,3.24,2.5,OFF,43.9
93.820,1722,14.4,599.58,5,82.5,12.81,0.87,3.24,2.5,OFF,43.5
93.860,1809,15.1,600.06,4,82.5,12.81,0.93,3.24,2.5,OFF,43.5
93.900,1812,19.8,600.54,4,82.5,12.81,0.94,3.24,2.5,OFF,43.5
93.940,1791,20.6,601.03,4,82.5,12.80,0.91,3.25,2.5,OFF,43.5
93.980,1870,20.8,601.51,4,82.5,12.79,1.02,3.26,2.5,OFF,43.5
94.020,2006,20.9,601.99,3,82.5,12.79,1.21,3.26,2.5,OFF,43.5
94.060,2102,20.8,602.48,3,82.6,12.79,1.15,3.26,2.5,OFF,43.5
94.100,2138,20.9,602.96,3,82.6,12.79,1.18,3.25,2.5,OFF,43.5
94.140,2198,21.1,603.44,3,82.6,12.79,1.25,3.25,2.5,OFF,43.5
94.180,2178,21.0,603.93,3,82.6,12.81,1.20,3.25,2.5,OFF,43.5
94.220,2245,21.0,604.41,3,82.6,12.81,1.27,3.25,2.5,OFF,43.5
94.260,2361,21.1,604.89,3,82.6,12.79,1.35,3.25,2.5,OFF,43.5
94.300,2445,21.1,605.38,2,82.6,12.80,1.46,3.24,2.5,OFF,43.5
94.340,2526,21.1,605.86,2,82.6,12.81,1.52,3.23,2.5,OFF,43.5
94.380,2588,21.1,606.34,2,82.6,12.80,1.56,3.23,2.5,OFF,43.5
94.420,2664,21.1,606.83,2,82.6,12.81,1.58,3.22,2.5,OFF,43.5
94.460,2755,21.0,607.31,2,82.6,12.79,1.67,3.22,2.5,OFF,43.5
94.500,2814,21.1,607.79,2,82.6,12.79,1.74,3.21,2.5,OFF,43.5
94.540,2796,21.2,608.28,2,82.6,12.81,1.75,3.21,2.5,OFF,43.5
94.580,2886,21.1,608.76,2,82.6,12.80,1.82,3.21,2.5,OFF,43.5
94.620,2912,21.1,609.24,2,82.6,12.80,1.85,3.21,2.5,OFF,43.1
94.660,2960,21.1,609.72,2,82.6,12.80,1.90,3.21,2.5,OFF,43.1
94.700,3002,21.1,610.20,2,82.6,12.80,1.91,3.20,2.5,OFF,43.1
94.740,3033,21.1,610.68,2,82.6,12.79,1.99,3.20,2.5,OFF,43.2
94.780,3112,21.1,611.16,2,82.6,12.81,2.03,3.19,2.5,OFF,43.7
94.820,3214,21.1,611.65,1,82.6,12.79,2.12,3.17,2.5,OFF,43.7
94.860,3293,21.1,612.13,1,82.6,12.81,2.18,3.17,2.5,OFF,43.7
94.900,3389,21.1,612.62,1,82.6,12.79,2.26,3.15,2.5,OFF,43.8
94.940,3446,21.1,613.13,1,82.6,12.79,2.33,3.16,2.5,OFF,45.4
94.980,3508,21.1,613.63,1,82.6,12.80,2.40,3.15,2.5,OFF,45.6
95.020,3520,21.1,614.14,1,82.6,12.79,2.43,3.15,2.5,OFF,45.6
95.060,3559,21.1,614.66,1,82.6,12.79,2.47,3.15,2.5,OFF,45.9
95.100,3549,21.1,615.21,2,82.6,12.79,2.45,3.15,2.5,OFF,48.5
95.140,3592,21.2,615.83,2,82.6,12.79,2.47,3.14,2.5,OFF,54.1
95.180,3576,21.2,616.49,2,82.6,12.79,2.47,3.14,2.5,OFF,58.3
95.220,3633,21.2,617.19,2,82.6,12.79,2.53,3.14,2.5,OFF,62.0
95.260,3636,21.2,617.91,2,82.6,12.79,2.55,3.14,2.5,OFF,65.1
95.300,3738,21.2,618.65,2,82.7,12.78,2.66,3.14,2.5,OFF,66.0
95.340,3736,21.2,619.39,2,82.6,12.78,2.63,3.14,2.5,OFF,66.4
95.380,3740,21.2,620.13,2,82.6,12.78,2.63,3.14,2.5,OFF,66.8
95.420,3767,21.2,620.89,2,82.6,12.78,2.66,3.13,2.5,OFF,67.6
95.460,3794,21.3,621.64,2,82.7,12.79,2.67,3.13,2.5,OFF,67.9
95.500,3807,21.2,622.40,2,82.7,12.78,2.69,3.13,2.5,OFF,68.1
95.540,3832,21.2,623.16,2,82.7,12.78,2.71,3.13,2.5,OFF,68.3
95.580,3881,21.2,623.92,2,82.7,12.76,2.77,3.13,2.5,OFF,68.9
95.620,3872,21.2,624.69,2,82.7,12.78,2.80,3.13,2.5,OFF,69.1
95.660,3926,21.1,625.47,2,82.7,12.76,2.80,3.12,2.5,OFF,69.5
95.700,3970,21.2,626.25,2,82.7,12.77,2.90,3.12,2.5,OFF,70.3
95.740,4026,21.3,627.04,2,82.7,12.78,2.96,3.13,2.5,OFF,70.8
95.780,4075,21.1,627.85,2,82.7,12.76,2.98,3.11,2.5,OFF,72.3
95.820,4146,21.2,628.67,2,82.7,12.76,3.02,3.11,2.5,OFF,73.7
95.860,4240,21.3,629.50,2,82.7,12.76,3.10,3.10,2.5,OFF,74.6
95.900,4312,21.2,630.34,2,82.7,12.75,3.21,3.09,2.5,OFF,75.6
95.940,4381,21.2,631.19,2,82.7,12.75,3.25,3.08,2.5,OFF,76.4
95.980,4521,21.2,632.06,2,82.7,12.75,3.38,3.07,2.5,OFF,78.0
96.020,4672,21.1,632.96,2,82.7,12.75,3.49,3.05,2.5,OFF,80.1
96.060,4841,21.2,633.88,2,82.7,12.76,3.67,3.03,2.5,OFF,82.5
96.100,4972,21.1,634.81,2,82.7,12.74,3.81,3.01,2.5,OFF,83.0
96.140,5103,21.2,635.79,2,82.7,12.73,3.96,3.00,2.5,OFF,87.3
96.180,5150,21.3,636.81,2,82.7,12.74,4.08,2.98,2.5,OFF,91.6
96.220,5152,21.3,637.85,2,82.7,12.74,4.12,2.98,2.5,OFF,92.6
96.260,5128,21.3,638.89,3,82.7,12.75,4.07,2.97,2.5,OFF,93.8
96.300,5091,21.1,639.93,3,82.7,12.74,4.06,2.96,2.5,OFF,93.5
96.340,5075,21.1,640.97,3,82.7,12.73,4.02,2.96,2.5,OFF,93.5
96.380,5071,21.1,642.01,3,82.7,12.72,4.00,2.96,2.5,OFF,93.5
96.420,5065,21.1,643.05,3,82.7,12.74,3.98,2.96,2.5,OFF,93.5
96.460,5039,20.8,644.08,3,82.8,12.73,4.00,2.95,2.5,OFF,93.4
96.500,5035,20.6,645.11,3,82.8,12.72,3.98,2.95,2.5,OFF,92.3
96.540,5053,20.5,646.13,2,82.8,12.72,3.97,2.95,2.5,OFF,91.8
96.580,5059,20.5,647.15,2,82.8,12.74,4.01,2.94,2.5,OFF,91.7
96.620,5042,20.4,648.16,2,82.8,12.73,3.98,2.93,2.5,OFF,91.7
96.660,5020,20.4,649.18,3,82.8,12.72,3.96,2.94,2.5,OFF,91.2
96.700,5012,20.4,650.19,3,82.8,12.73,3.97,2.94,2.5,OFF,91.2
96.740,4971,20.4,651.20,3,82.8,12.74,3.95,2.94,2.5,OFF,91.0
96.780,4973,20.4,652.21,3,82.8,12.73,3.92,2.94,2.5,OFF,90.5
96.820,4964,20.4,653.25,3,82.8,12.72,3.89,2.94,2.5,OFF,92.2
96.860,4950,20.4,654.32,3,82.8,12.72,3.90,2.94,2.5,OFF,95.6
96.900,4927,20.2,655.41,3,82.8,12.72,3.88,2.95,2.5,OFF,98.1
96.940,4937,20.3,656.52,3,82.8,12.72,3.89,2.95,2.5,OFF,98.7
96.980,4923,20.3,657.70,3,82.8,12.72,3.88,2.95,2.5,OFF,104.9
97.020,4945,20.2,658.90,4,82.8,12.72,3.89,2.94,2.5,OFF,108.6
97.060,4955,20.2,660.05,3,82.8,12.71,3.87,2.95,2.5,OFF,104.1
97.100,4981,20.4,661.15,3,82.8,12.71,3.91,2.95,2.5,OFF,101.1
97.140,4961,20.3,662.18,3,82.8,12.71,3.92,2.94,2.5,OFF,93.3
97.180,4959,20.2,663.21,3,82.8,12.70,3.88,2.94,2.5,OFF,92.7
97.220,4938,20.3,664.22,3,82.9,12.72,3.89,2.93,2.5,OFF,91.1
97.260,4950,20.3,665.22,2,82.9,12.71,3.88,2.94,2.5,OFF,89.7
97.300,4939,20.3,666.21,3,82.9,12.71,3.85,2.94,2.5,OFF,89.4
97.340,4947,20.2,667.20,2,82.9,12.70,3.89,2.94,2.5,OFF,89.3
97.380,4906,20.2,668.19,3,82.9,12.69,3.85,2.94,2.5,OFF,89.2
97.420,4914,20.2,669.18,3,82.9,12.72,3.86,2.95,2.5,OFF,89.1
97.460,4919,20.2,670.17,2,82.9,12.70,3.84,2.95,2.5,OFF,89.0
97.500,4945,20.3,671.17,3,82.9,12.72,3.87,2.94,2.5,OFF,90.0
97.540,4953,20.2,672.18,3,82.9,12.71,3.86,2.95,2.5,OFF,90.1
97.580,4963,20.3,673.18,3,82.9,12.70,3.90,2.94,2.5,OFF,90.5
97.620,4959,20.2,674.19,3,82.9,12.70,3.90,2.94,2.5,OFF,90.5
97.660,4951,20.2,675.20,3,82.9,12.69,3.90,2.94,2.5,OFF,90.6
97.700,4945,20.2,676.22,3,82.9,12.70,3.86,2.95,2.5,OFF,91.7
97.740,4930,20.2,677.24,3,82.9,12.70,3.90,2.94,2.5,OFF,91.6
97.780,4920,20.2,678.30,3,82.9,12.70,3.87,2.95,2.5,OFF,95.3
97.820,4906,20.2,679.35,3,82.9,12.71,3.83,2.94,2.5,OFF,94.7
97.860,4904,20.2,680.39,3,82.9,12.70,3.88,2.95,2.5,OFF,94.3
97.900,4897,20.2,681.40,3,82.9,12.70,3.84,2.95,2.5,OFF,91.7
97.940,4886,20.2,682.38,2,82.9,12.69,3.84,2.95,2.5,OFF,88.8
97.980,4857,20.2,683.37,3,83.0,12.69,3.82,2.95,2.5,OFF,88.4
98.020,4876,20.2,684.35,3,83.0,12.70,3.80,2.95,2.5,OFF,88.3
98.060,4866,20.3,685.34,3,83.0,12.70,3.79,2.95,2.5,OFF,89.2
98.100,4859,20.2,686.33,3,83.0,12.69,3.79,2.95,2.5,OFF,89.2
98.140,4832,20.2,687.31,3,83.0,12.69,3.79,2.96,2.5,OFF,88.4
98.180,4846,20.2,688.29,2,83.0,12.70,3.81,2.96,2.5,OFF,87.6
98.220,4851,20.1,689.26,2,83.0,12.71,3.78,2.96,2.5,OFF,87.7
98.260,4871,20.3,690.24,2,83.0,12.69,3.83,2.96,2.5,OFF,87.8
98.300,4874,20.1,691.23,3,83.0,12.70,3.80,2.96,2.5,OFF,88.6
98.340,4930,20.2,692.22,3,83.0,12.71,3.83,2.96,2.5,OFF,89.6
98.380,4951,20.2,693.23,3,83.0,12.70,3.87,2.95,2.5,OFF,90.7
98.420,4969,20.2,694.23,3,83.0,12.71,3.89,2.94,2.5,OFF,90.4
98.460,4998,20.2,695.23,2,83.0,12.71,3.92,2.94,2.5,OFF,89.9
98.500,4999,20.2,696.23,2,83.0,12.71,3.93,2.94,2.5,OFF,90.1
98.540,5024,20.1,697.24,2,83.0,12.70,3.92,2.94,2.5,OFF,90.5
98.580,5051,20.1,698.25,2,83.0,12.71,3.99,2.93,2.5,OFF,91.1
98.620,5024,20.1,699.26,3,83.0,12.72,3.99,2.93,2.5,OFF,91.1
98.660,5008,20.2,700.27,2,83.0,12.70,3.94,2.93,2.5,OFF,90.8
98.700,5010,20.1,701.28,2,83.0,12.70,3.97,2.93,2.5,OFF,90.8
98.740,4979,20.2,702.29,3,83.0,12.72,3.93,2.93,2.5,OFF,90.8
98.780,5007,20.2,703.29,2,83.0,12.71,3.94,2.93,2.5,OFF,90.4
98.820,5051,20.3,704.31,2,83.0,12.71,3.99,2.93,2.5,OFF,90.9
98.860,5092,20.2,705.33,2,83.0,12.73,4.03,2.93,2.5,OFF,91.6
98.900,5135,20.1,706.35,2,83.0,12.72,4.07,2.93,2.5,OFF,92.2
98.940,5180,20.0,707.40,2,83.1,12.71,4.14,2.92,2.5,OFF,93.5
98.980,5207,17.7,708.45,3,83.1,12.71,4.16,2.92,2.5,OFF,94.6
99.020,5202,17.2,709.50,3,83.1,12.71,4.18,2.89,2.5,OFF,94.2
99.060,5145,17.1,710.54,3,83.1,12.71,4.16,2.88,2.5,OFF,94.0
99.100,5070,17.1,711.57,3,83.1,12.71,4.07,2.88,2.5,OFF,93.3
99.140,4979,17.0,712.59,3,83.1,12.73,3.99,2.87,2.5,OFF,92.1
99.180,4905,16.9,713.59,3,83.1,12.73,3.92,2.87,2.5,OFF,90.5
99.220,4858,16.5,714.60,3,83.1,12.73,3.86,2.87,2.5,OFF,90.4
99.260,4830,16.2,715.60,3,83.1,12.74,3.83,2.87,2.5,OFF,90.3
99.300,4785,16.3,716.55,3,83.1,12.74,3.77,2.87,2.5,OFF,89.3
99.340,4694,16.1,717.42,2,83.1,12.73,3.69,2.88,2.5,OFF,80.8
99.380,4619,16.0,718.20,2,83.1,12.74,3.64,2.88,2.5,OFF,70.1
99.420,4546,16.0,718.94,2,83.1,12.74,3.58,2.88,2.5,OFF,67.4
99.460,4504,15.9,719.76,2,83.1,12.74,3.57,2.89,2.5,OFF,67.3
99.500,4470,15.8,720.67,3,83.1,12.74,3.46,2.89,2.5,OFF,82.0
99.540,4405,15.8,721.56,3,83.2,12.74,3.38,2.90,2.5,OFF,80.8
99.580,4313,15.9,722.44,3,83.2,12.75,3.36,2.91,2.5,OFF,79.1
99.620,4258,15.9,723.30,3,83.2,12.76,3.28,2.92,2.5,OFF,78.0
99.660,4259,15.8,724.16,3,83.2,12.75,3.22,2.93,2.5,OFF,77.1
99.700,4191,15.9,725.00,3,83.2,12.75,3.12,2.94,2.5,OFF,76.0
99.740,4117,15.9,725.84,3,83.2,12.75,3.08,2.95,2.5,OFF,75.4
99.780,4046,15.9,726.67,3,83.2,12.76,3.04,2.96,2.5,OFF,75.4
99.820,4003,15.8,727.51,3,83.2,12.76,2.93,2.97,2.5,OFF,75.3
99.860,3933,15.9,728.30,3,83.2,12.75,2.90,2.98,2.5,OFF,74.3
99.900,3893,15.9,728.98,2,83.2,12.78,2.84,2.99,2.5,OFF,61.7
99.940,3865,16.0,729.54,2,83.2,12.76,2.74,3.00,2.5,OFF,53.7
99.980,3762,15.9,730.02,1,83.2,12.77,2.69,3.01,2.5,OFF,45.8
100.020,3743,15.9,730.40,1,83.2,12.78,2.69,3.01,2.5,OFF,38.2
100.060,3678,15.9,730.68,0,83.2,12.78,2.62,3.01,2.5,OFF,25.4
100.100,3593,15.9,730.87,0,83.2,12.77,2.54,3.02,2.5,OFF,18.1
100.140,3666,15.9,731.06,0,83.2,12.78,2.54,3.03,2.5,OFF,17.0
100.180,3630,15.9,731.25,0,83.2,12.79,2.52,3.02,2.5,OFF,16.8
100.220,3653,15.9,731.44,0,83.2,12.80,2.57,3.03,2.5,OFF,17.2
100.260,3654,15.9,731.63,0,83.2,12.78,2.56,3.03,2.5,OFF,17.3
100.300,3601,15.9,731.82,0,83.2,12.79,2.50,3.03,2.5,OFF,17.2
100.340,3641,15.9,732.01,0,83.2,12.79,2.54,3.03,2.5,OFF,17.1
100.380,3668,15.9,732.20,0,83.2,12.78,2.56,3.03,2.5,OFF,17.1
100.420,3656,16.0,732.41,0,83.2,12.79,2.55,3.03,2.5,OFF,17.4
100.460,3709,16.0,732.64,0,83.2,12.80,2.62,3.03,2.5,OFF,21.1
100.500,3748,15.9,732.88,0,83.2,12.78,2.62,3.03,2.5,OFF,21.5
100.540,3742,15.9,733.13,0,83.2,12.78,2.62,3.03,2.5,OFF,22.2
100.580,3710,15.9,733.38,0,83.2,12.79,2.65,3.04,2.5,OFF,22.3
100.620,3768,16.0,733.62,0,83.2,12.79,2.68,3.03,2.5,OFF,21.7
100.660,3741,15.9,733.86,0,83.2,12.79,2.60,3.03,2.5,OFF,21.7
100.700,3735,16.0,734.10,0,83.2,12.79,2.63,3.04,2.5,OFF,21.7
100.740,3710,15.9,734.34,0,83.2,12.80,2.61,3.03,2.5,OFF,21.8
100.780,3645,15.9,734.58,0,83.2,12.81,2.56,3.03,2.5,OFF,21.7
100.820,3673,15.9,734.79,0,83.2,12.79,2.58,3.03,2.5,OFF,19.6
100.860,3742,15.9,734.99,0,83.2,12.81,2.65,3.03,2.5,OFF,17.6
100.900,3704,16.0,735.18,0,83.2,12.80,2.62,3.03,2.5,OFF,17.5
100.940,3688,15.9,735.37,0,83.2,12.78,2.60,3.03,2.5,OFF,16.9
100.980,3713,15.9,735.55,0,83.2,12.80,2.62,3.04,2.5,OFF,16.8
101.020,3694,15.9,735.74,0,83.2,12.81,2.59,3.03,2.5,OFF,16.8
101.060,3630,16.0,735.93,0,83.2,12.80,2.57,3.04,2.5,OFF,16.8
101.100,3609,15.9,736.11,0,83.2,12.80,2.53,3.04,2.5,OFF,16.7
101.140,3556,16.0,736.31,0,83.2,12.81,2.44,3.03,2.5,OFF,16.9
101.180,3481,15.9,736.53,0,83.3,12.80,2.43,3.03,2.5,OFF,20.0
101.220,3512,16.8,736.76,0,83.3,12.79,2.41,3.04,2.5,OFF,20.5
101.260,3417,17.7,737.06,0,83.3,12.81,2.32,3.05,2.5,OFF,25.7
101.300,3339,17.9,737.53,1,83.3,12.79,2.29,3.06,2.5,OFF,37.1
101.340,3393,18.0,738.14,2,83.3,12.81,2.28,3.07,2.5,OFF,53.0
101.380,3332,18.8,738.79,2,83.3,12.78,2.24,3.07,2.5,OFF,57.4
101.420,3280,21.0,739.46,3,83.3,12.80,2.18,3.08,2.5,OFF,60.3
101.460,3189,21.4,740.11,3,83.3,12.78,2.15,3.10,2.5,OFF,59.4
101.500,3094,21.6,740.77,3,83.3,12.79,1.95,3.12,2.5,OFF,58.7
101.540,3080,21.5,741.41,3,83.3,12.79,2.03,3.14,2.5,OFF,58.1
101.580,3083,21.6,742.05,3,83.3,12.78,2.02,3.16,2.5,OFF,57.7
101.620,3241,21.6,742.69,2,83.3,12.79,2.13,3.16,2.5,OFF,57.3
101.660,3275,21.7,743.33,2,83.3,12.78,2.18,3.15,2.5,OFF,57.6
101.700,3394,21.7,743.99,2,83.3,12.80,2.28,3.15,2.5,OFF,59.5
101.740,3465,21.8,744.66,2,83.3,12.78,2.35,3.14,2.5,OFF,59.7
101.780,3488,21.9,745.32,2,83.3,12.79,2.39,3.15,2.5,OFF,59.8
101.820,3524,22.1,746.00,2,83.3,12.78,2.41,3.15,2.5,OFF,60.5
101.860,3556,22.3,746.67,2,83.3,12.80,2.41,3.14,2.5,OFF,60.5
101.900,3562,22.4,747.35,2,83.3,12.78,2.43,3.15,2.5,OFF,61.3
101.940,3621,22.4,748.05,2,83.3,12.78,2.49,3.15,2.5,OFF,62.4
101.980,3640,22.6,748.78,2,83.4,12.78,2.53,3.14,2.5,OFF,65.2
102.020,3674,22.6,749.51,2,83.4,12.79,2.53,3.15,2.5,OFF,65.9
102.060,3703,22.6,750.25,2,83.4,12.78,2.57,3.15,2.5,OFF,66.0
102.100,3768,22.7,750.99,2,83.4,12.77,2.63,3.15,2.5,OFF,66.4
102.140,3804,22.7,751.74,2,83.4,12.78,2.69,3.14,2.5,OFF,67.1
102.180,3882,22.7,752.50,2,83.4,12.79,2.74,3.15,2.5,OFF,68.0
102.220,3939,22.7,753.27,2,83.4,12.76,2.74,3.14,2.5,OFF,69.0
102.260,3987,22.7,754.05,2,83.4,12.76,2.87,3.14,2.5,OFF,69.9
102.300,4047,22.8,754.82,2,83.4,12.76,2.93,3.13,2.5,OFF,69.9
102.340,4124,22.7,755.59,2,83.4,12.76,2.97,3.13,2.5,OFF,69.7
102.380,4235,22.8,756.32,2,83.4,12.78,3.06,3.12,2.5,OFF,65.2
102.420,4374,22.8,757.03,2,83.4,12.76,3.23,3.11,2.5,OFF,64.6
102.460,4564,22.8,757.75,2,83.4,12.76,3.34,3.09,2.5,OFF,64.4
102.500,4797,22.9,758.36,1,83.4,12.74,3.56,3.07,2.5,OFF,58.5
102.540,4985,22.8,758.88,1,83.4,12.73,3.78,3.04,2.5,OFF,47.6
102.580,5146,22.8,759.31,0,83.4,12.74,3.94,3.02,2.5,OFF,40.8
102.620,5266,22.8,759.60,0,83.4,12.74,4.11,3.01,2.5,OFF,29.3
102.660,5306,22.8,759.86,0,83.4,12.74,4.22,2.99,2.5,OFF,23.2
102.700,5277,22.6,760.12,0,83.4,12.74,4.23,2.98,2.5,OFF,23.5
102.740,5305,22.1,760.39,0,83.4,12.73,4.18,2.98,2.5,OFF,23.7
102.780,5263,22.1,760.65,0,83.4,12.73,4.20,2.97,2.5,OFF,23.9
102.820,5232,22.0,760.92,0,83.4,12.73,4.15,2.97,2.5,OFF,23.9
102.860,5214,22.0,761.18,0,83.4,12.73,4.12,2.96,2.5,OFF,23.8
102.900,5211,21.9,761.44,0,83.4,12.73,4.12,2.96,2.5,OFF,23.7
102.940,5201,21.7,761.71,0,83.4,12.73,4.10,2.96,2.5,OFF,23.6
102.980,5176,21.8,761.97,0,83.4,12.72,4.10,2.95,2.5,OFF,23.5
103.020,5216,21.8,762.23,0,83.5,12.72,4.13,2.95,2.5,OFF,23.5
103.060,5195,21.9,762.49,0,83.5,12.71,4.12,2.95,2.5,OFF,23.5
103.100,5179,21.7,762.75,0,83.5,12.71,4.11,2.95,2.5,OFF,23.5
103.140,5149,21.7,763.01,0,83.5,12.71,4.06,2.95,2.5,OFF,23.4
103.180,5127,21.7,763.27,0,83.5,12.71,4.04,2.95,2.5,OFF,23.4
103.220,5162,21.8,763.53,0,83.5,12.72,4.03,2.95,2.5,OFF,23.3
103.260,5182,21.7,763.79,0,83.5,12.72,4.05,2.95,2.5,OFF,23.3
103.300,5180,21.7,764.05,0,83.5,12.72,4.07,2.94,2.5,OFF,23.3
103.340,5194,21.6,764.31,0,83.5,12.72,4.10,2.95,2.5,OFF,23.3
103.380,5181,21.6,764.57,0,83.5,12.71,4.08,2.95,2.5,OFF,23.4
103.420,5214,21.7,764.83,0,83.5,12.70,4.09,2.95,2.5,OFF,23.4
103.460,5187,21.7,765.09,0,83.5,12.69,4.12,2.95,2.5,OFF,23.5
103.500,5198,21.6,765.35,0,83.5,12.69,4.09,2.95,2.5,OFF,23.5
103.540,5166,21.6,765.61,0,83.5,12.69,4.05,2.95,2.5,OFF,23.4
103.580,5186,21.7,765.87,0,83.5,12.69,4.10,2.95,2.5,OFF,23.5
103.620,5177,21.7,766.13,0,83.5,12.69,4.09,2.95,2.5,OFF,23.5
103.660,5150,21.7,766.39,0,83.5,12.71,4.02,2.95,2.5,OFF,23.4
103.700,5123,21.6,766.65,0,83.5,12.71,4.02,2.95,2.5,OFF,23.3
103.740,5141,21.6,766.91,0,83.5,12.71,4.02,2.95,2.5,OFF,23.3
103.780,5185,21.6,767.17,0,83.5,12.70,4.06,2.95,2.5,OFF,23.3
103.820,5197,21.6,767.43,0,83.5,12.69,4.07,2.94,2.5,OFF,23.3
103.860,5192,21.6,767.69,0,83.5,12.69,4.10,2.95,2.5,OFF,23.3
103.900,5182,21.7,767.95,0,83.5,12.69,4.09,2.95,2.5,OFF,23.4
103.940,5193,21.7,768.21,0,83.5,12.69,4.07,2.94,2.5,OFF,23.4
103.980,5187,21.7,768.47,0,83.6,12.70,4.09,2.95,2.5,OFF,23.4
104.020,5190,21.7,768.73,0,83.6,12.71,4.08,2.94,2.5,OFF,23.4
104.060,5200,21.7,768.99,0,83.6,12.71,4.09,2.95,2.5,OFF,23.4
104.100,5207,21.7,769.25,0,83.6,12.71,4.07,2.95,2.5,OFF,23.5
104.140,5209,21.6,769.51,0,83.6,12.71,4.10,2.95,2.5,OFF,23.5
104.180,5180,21.6,769.77,0,83.6,12.71,4.13,2.94,2.5,OFF,23.5
104.220,5178,21.6,770.03,0,83.6,12.69,4.07,2.94,2.5,OFF,23.5
104.260,5209,21.6,770.29,0,83.6,12.69,4.09,2.94,2.5,OFF,23.5
104.300,5214,21.5,770.56,0,83.6,12.69,4.12,2.94,2.5,OFF,23.5
104.340,5228,21.6,770.82,0,83.6,12.69,4.12,2.94,2.5,OFF,23.5
